time,id,com_1,com_2,area,surface
0,101,50,50,1,8
100,101,48.2258064516129,50.5806451612903,31,64
200,101,46.0909090909091,50.5454545454545,33,62
300,101,47.6666666666667,50.1818181818182,33,64
400,101,48.0588235294118,50.8529411764706,34,64
500,101,46.3529411764706,50.8235294117647,34,64
600,101,47.6,51,35,64
700,101,46.71875,50.03125,32,62
800,101,50.2121212121212,51.1515151515152,33,64
900,101,50.78125,49.34375,32,62
1000,101,52.8611111111111,49.3888888888889,36,64
1100,101,52.264705882353,50.0882352941176,34,64
1200,101,53.9090909090909,49.7878787878788,33,62
1300,101,55.0833333333333,50.0833333333333,36,66
1400,101,53.6363636363636,48.5757575757576,33,64
1500,101,53.5161290322581,48.258064516129,31,62
1600,101,53.7741935483871,48.4516129032258,31,62
1700,101,52.28125,47.84375,32,62
1800,101,53.6571428571429,48.0571428571429,35,64
1900,101,52.6875,47.28125,32,62
2000,101,53.9677419354839,47.4516129032258,31,64
2100,101,54.4242424242424,47.2424242424242,33,62
2200,101,53.8181818181818,46.7272727272727,33,64
2300,101,54.1212121212121,47.8484848484849,33,64
2400,101,56.53125,48.5625,32,62
2500,101,56.030303030303,49.7575757575758,33,64
2600,101,55.1515151515151,48.7878787878788,33,64
2700,101,55.4545454545455,48.3030303030303,33,64
2800,101,56.9677419354839,51.1290322580645,31,62
2900,101,56.4545454545455,52.3636363636364,33,64
3000,101,57.0967741935484,53.4193548387097,31,62
3100,101,59.0606060606061,53.9090909090909,33,64
3200,101,59.78125,54.21875,32,62
3300,101,59.2424242424242,53.3636363636364,33,64
3400,101,59.2424242424242,52.3333333333333,33,62
3500,101,58.1034482758621,51.6896551724138,29,64
3600,101,58.6363636363636,51.2424242424242,33,64
3700,101,56.1935483870968,50.7741935483871,31,62
3800,101,56.0909090909091,53.4242424242424,33,64
3900,101,55.5588235294118,53.735294117647,34,64
4000,101,55.1515151515152,54.4848484848485,33,64
4100,101,56.3333333333333,54.9393939393939,33,62
4200,101,54.90625,56.4375,32,62
4300,101,52.5757575757576,56.4848484848485,33,66
4400,101,51.8484848484849,56.5757575757576,33,64
4500,101,53.6666666666667,57.030303030303,33,64
4600,101,52.8125,57.15625,32,62
4700,101,52.9705882352941,56.5588235294118,34,64
4800,101,53.3636363636364,56.6969696969697,33,64
4900,101,53.4848484848485,57.8484848484849,33,62
5000,101,51,58,32,64
5100,101,51.7647058823529,57.5588235294118,34,64
5200,101,51.5882352941177,56,34,64
5300,101,52.030303030303,57.7272727272727,33,64
5400,101,51.1935483870968,59.3870967741936,31,64
5500,101,48.6176470588235,60.0294117647059,34,64
5600,101,47,60.5,34,62
5700,101,46.2758620689655,59.3448275862069,29,62
5800,101,47.2285714285714,58,35,64
5900,101,44.3235294117647,56.9705882352941,34,64
6000,101,44.4848484848485,57.8484848484849,33,62
6100,101,44.34375,57.15625,32,64
6200,101,43.2285714285714,58.6571428571429,35,66
6300,101,46.03125,59.25,32,64
6400,101,47.0606060606061,60.3333333333333,33,64
6500,101,46.0645161290323,61.3548387096774,31,60
6600,101,44.969696969697,62.0909090909091,33,64
6700,101,46.1666666666667,61.7333333333333,30,66
6800,101,46,62.84375,32,62
6900,101,45.96875,63.03125,32,64
7000,101,47.25,65,32,64
7100,101,47.5,63.8235294117647,34,64
7200,101,46.8125,60.875,32,62
7300,101,46.7272727272727,60.4848484848485,33,64
7400,101,46.5757575757576,59.0606060606061,33,64
7500,101,48.8484848484849,60.8484848484849,33,62
7600,101,47.75,59.71875,32,64
7700,101,48.1290322580645,58.741935483871,31,64
7800,101,47.4838709677419,60.6451612903226,31,64
7900,101,47.4545454545455,60.7878787878788,33,62
8000,101,47.7741935483871,62.0645161290323,31,62
8100,101,47,61.84375,32,62
8200,101,47.03125,64.28125,32,62
8300,101,48.03125,65.5,32,64
8400,101,48.5,65,32,62
8500,101,48.969696969697,66.2121212121212,33,64
8600,101,50,63.5,34,62
8700,101,49,63.7352941176471,34,62
8800,101,50.5757575757576,64.7575757575758,33,62
8900,101,51.4375,66.5625,32,64
9000,101,52.2258064516129,65.9032258064516,31,64
9100,101,51.0645161290323,64.5806451612903,31,62
9200,101,50.5625,65.65625,32,66
9300,101,52.3225806451613,66.8387096774193,31,64
9400,101,52,64.8709677419355,31,64
9500,101,49.3666666666667,64.2666666666667,30,62
9600,101,50.5588235294118,64.4705882352941,34,64
9700,101,48.75,61.125,32,64
9800,101,48.1714285714286,60.6857142857143,35,64
9900,101,48.6764705882353,63.6470588235294,34,64
10000,101,47.3870967741935,64.5161290322581,31,62
0,102,50.5,50,2,14
100,102,50.1612903225806,50.6129032258065,31,64
200,102,52.9714285714286,50.4,35,64
300,102,52.7575757575758,50.6969696969697,33,62
400,102,52.375,52,32,64
500,102,55,50.7352941176471,34,62
600,102,55.1818181818182,51.6969696969697,33,64
700,102,55.5625,50.78125,32,64
800,102,55.8571428571429,51.0857142857143,35,64
900,102,54.71875,53.65625,32,64
1000,102,55.15625,55.375,32,60
1100,102,56.8125,56.125,32,62
1200,102,56.5625,55.84375,32,62
1300,102,57.0606060606061,53.6363636363636,33,64
1400,102,55.2,51.5666666666667,30,60
1500,102,55.125,53.125,32,62
1600,102,55.2121212121212,52.5757575757576,33,64
1700,102,56.5,52.1176470588235,34,64
1800,102,59.90625,52.75,32,62
1900,102,60.4375,52.9375,32,62
2000,102,59.8387096774194,54.1935483870968,31,62
2100,102,58.71875,54.03125,32,62
2200,102,58.8,56,30,62
2300,102,58.4705882352941,56.0588235294118,34,64
2400,102,56.1515151515152,58.1212121212121,33,66
2500,102,57.4242424242424,57.2727272727273,33,64
2600,102,56.7272727272727,54.8484848484849,33,62
2700,102,54.78125,54.8125,32,64
2800,102,55.9090909090909,54.1515151515151,33,62
2900,102,56.2424242424242,53.6666666666667,33,62
3000,102,57.8484848484849,54.7878787878788,33,64
3100,102,60.3,54.4333333333333,30,62
3200,102,60.0909090909091,54.8484848484849,33,64
3300,102,59.84375,55.28125,32,64
3400,102,61.1470588235294,54.7058823529412,34,64
3500,102,62.0882352941177,53.1764705882353,34,64
3600,102,60.7058823529412,53.5,34,62
3700,102,59.25,54.1875,32,62
3800,102,58.1515151515152,54.4848484848485,33,66
3900,102,58.4,55.2857142857143,35,64
4000,102,60.0606060606061,53.8787878787879,33,64
4100,102,60.4242424242424,55.7878787878788,33,64
4200,102,58.125,54.875,32,64
4300,102,58.5757575757576,55.1515151515151,33,64
4400,102,60.15625,56.5625,32,62
4500,102,61.625,56.65625,32,62
4600,102,59.4666666666667,57.6,30,64
4700,102,59.0967741935484,59.2258064516129,31,62
4800,102,57.0625,58.15625,32,62
4900,102,55.0645161290323,56.7096774193548,31,62
5000,102,55.0606060606061,58.6666666666667,33,62
5100,102,57.34375,58.15625,32,64
5200,102,56.5142857142857,57.4,35,64
5300,102,57,57.15625,32,62
5400,102,56.0588235294118,55.4705882352941,34,64
5500,102,56.65625,56.09375,32,62
5600,102,55.8125,55.5625,32,64
5700,102,55.2258064516129,53.1290322580645,31,66
5800,102,55.5454545454546,53.0909090909091,33,62
5900,102,54.4838709677419,53.6451612903226,31,62
6000,102,54.0285714285714,53.4,35,66
6100,102,55.90625,52.03125,32,62
6200,102,55.0333333333333,52.0666666666666,30,62
6300,102,53.59375,54.6875,32,62
6400,102,54.5151515151515,54.8484848484849,33,64
6500,102,54.1470588235294,54.9117647058823,34,64
6600,102,54.6764705882353,56.3823529411765,34,64
6700,102,52.6666666666667,58.0909090909091,33,64
6800,102,53.25,59.15625,32,62
6900,102,51.8857142857143,58.7428571428571,35,64
7000,102,53.2424242424242,60.4242424242424,33,62
7100,102,54.65625,56.90625,32,62
7200,102,55.25,57.8125,32,62
7300,102,55.9090909090909,56.2424242424242,33,62
7400,102,55.46875,54.8125,32,64
7500,102,53.4571428571429,53.8,35,64
7600,102,54.5161290322581,56.0967741935484,31,64
7700,102,53.6,56.6333333333333,30,64
7800,102,54.09375,56.5,32,62
7900,102,53.5757575757576,57.2424242424242,33,62
8000,102,55.34375,56.8125,32,64
8100,102,54.8787878787879,57.6666666666667,33,64
8200,102,58.125,55.4375,32,64
8300,102,58.448275862069,55.448275862069,29,62
8400,102,57.9142857142857,57.6857142857143,35,64
8500,102,57.969696969697,58.1818181818182,33,66
8600,102,57.5161290322581,57.258064516129,31,64
8700,102,58,56.5806451612903,31,62
8800,102,57.969696969697,54.8787878787879,33,64
8900,102,57.8285714285714,55.3714285714286,35,66
9000,102,59.3333333333333,55.3939393939394,33,66
9100,102,60.09375,57.375,32,64
9200,102,61.7352941176471,58.2647058823529,34,64
9300,102,59.6,59.8666666666667,30,62
9400,102,60.4545454545455,61.1212121212121,33,64
9500,102,61.75,63.25,32,62
9600,102,62.4242424242424,63.3030303030303,33,64
9700,102,61.7878787878788,62.5454545454545,33,64
9800,102,62.8235294117647,60.8235294117647,34,62
9900,102,61.03125,60.09375,32,62
10000,102,60.8181818181818,61.6666666666667,33,64
0,103,49.3333333333333,49.6666666666667,3,18
100,103,49.8529411764706,51.5294117647059,34,64
200,103,48.9354838709677,49.5806451612903,31,62
300,103,47.7058823529412,49.5,34,62
400,103,49.3235294117647,49.8235294117647,34,66
500,103,48.4242424242424,50.3333333333333,33,62
600,103,45.6666666666667,50.2424242424242,33,62
700,103,43.4545454545455,47.7878787878788,33,62
800,103,43.21875,50,32,62
900,103,44.3939393939394,50.9090909090909,33,64
1000,103,43.5,51,30,62
1100,103,44.0606060606061,50.3939393939394,33,64
1200,103,44.2941176470588,50.6764705882353,34,66
1300,103,41.7352941176471,51,34,62
1400,103,43.875,50.96875,32,66
1500,103,39.741935483871,49.7096774193548,31,62
1600,103,39.3333333333333,49.4848484848485,33,64
1700,103,39.625,48.53125,32,64
1800,103,38.6875,48.03125,32,62
1900,103,38.3333333333333,46.6060606060606,33,64
2000,103,37.09375,45.625,32,62
2100,103,37.5333333333333,46.8666666666667,30,64
2200,103,36.75,46.15625,32,64
2300,103,37.1875,47.65625,32,64
2400,103,35.8387096774194,46.3225806451613,31,64
2500,103,37.1818181818182,46.5454545454545,33,64
2600,103,35.1515151515151,47.9090909090909,33,64
2700,103,35.5588235294118,46.9411764705882,34,64
2800,103,36.0333333333333,46.3,30,60
2900,103,36.1290322580645,45.0645161290323,31,62
3000,103,35.2571428571429,46.8857142857143,35,64
3100,103,36.3636363636364,45.5151515151515,33,64
3200,103,36.8235294117647,44.6470588235294,34,64
3300,103,36.375,44.75,32,62
3400,103,36.8387096774194,45.4516129032258,31,62
3500,103,37.3333333333333,45.6666666666667,33,64
3600,103,36.6666666666667,45.1818181818182,33,64
3700,103,39.5,44.1875,32,62
3800,103,38.9142857142857,43.5714285714286,35,64
3900,103,39.741935483871,42.2903225806452,31,62
4000,103,38.5757575757576,41.9393939393939,33,62
4100,103,39.7714285714286,41,35,64
4200,103,40.8125,41.875,32,64
4300,103,41.1818181818182,41.2121212121212,33,66
4400,103,42.4375,41.25,32,64
4500,103,42,41.0645161290323,31,64
4600,103,41.0882352941177,40.8235294117647,34,64
4700,103,42.1515151515151,41.7272727272727,33,62
4800,103,42.375,42.84375,32,64
4900,103,42.9705882352941,42.6764705882353,34,66
5000,103,43.2727272727273,43,33,64
5100,103,44.09375,41.65625,32,62
5200,103,44.375,41.6875,32,64
5300,103,43.65625,41.09375,32,64
5400,103,44.6285714285714,41.4285714285714,35,64
5500,103,46.53125,40.78125,32,64
5600,103,45.8125,41.75,32,62
5700,103,47.1470588235294,40.6470588235294,34,66
5800,103,47.3333333333333,39.4545454545454,33,64
5900,103,47.4571428571429,39.9142857142857,35,64
6000,103,46.969696969697,38.6666666666667,33,64
6100,103,46.030303030303,39.2424242424242,33,64
6200,103,46.6969696969697,38.7575757575758,33,62
6300,103,47.4193548387097,38.741935483871,31,62
6400,103,47.1111111111111,39.0833333333333,36,68
6500,103,48.28125,37.25,32,62
6600,103,48.4411764705882,39.4705882352941,34,64
6700,103,48.25,38.46875,32,62
6800,103,48.3333333333333,39.1515151515151,33,66
6900,103,47.4666666666667,39.0333333333333,30,64
7000,103,48.3055555555556,37.9722222222222,36,64
7100,103,50.5428571428572,39.2,35,64
7200,103,50,40.0571428571429,35,64
7300,103,51.8181818181818,38.5151515151515,33,64
7400,103,48.9722222222222,41.3055555555556,36,64
7500,103,48.9090909090909,41.5151515151515,33,62
7600,103,50.84375,40.34375,32,62
7700,103,51.5,40.7058823529412,34,62
7800,103,51.78125,42.375,32,62
7900,103,50.9375,43.53125,32,62
8000,103,50.5294117647059,46.7647058823529,34,64
8100,103,49.4848484848485,46.1515151515151,33,62
8200,103,49.4242424242424,45.1212121212121,33,64
8300,103,50.15625,46.71875,32,62
8400,103,51.2068965517241,49.3448275862069,29,62
8500,103,51.7666666666667,49.3333333333333,30,62
8600,103,51.9032258064516,50.2258064516129,31,62
8700,103,50.875,50.09375,32,62
8800,103,52.03125,49.90625,32,64
8900,103,54.5454545454546,48.969696969697,33,64
9000,103,52.7058823529412,48.5,34,62
9100,103,52.53125,48.5625,32,62
9200,103,51.84375,48.1875,32,62
9300,103,50.2258064516129,48.6774193548387,31,62
9400,103,50.59375,49.03125,32,64
9500,103,52.1612903225806,48.1935483870968,31,62
9600,103,52.5454545454546,49.7272727272727,33,64
9700,103,52.8709677419355,50.4516129032258,31,62
9800,103,54.8529411764706,48.3823529411765,34,66
9900,103,56.5882352941177,48.9117647058823,34,64
10000,103,57.2424242424242,51.3939393939394,33,64
0,104,49.8,50.8,5,26
100,104,50.7941176470588,52,34,64
200,104,50.0967741935484,53.4193548387097,31,62
300,104,50.28125,52.6875,32,64
400,104,53,53.2424242424242,33,64
500,104,53.71875,53.25,32,62
600,104,52.4411764705882,52.0882352941177,34,64
700,104,51.3333333333333,51.4242424242424,33,62
800,104,50.9705882352941,50.2941176470588,34,64
900,104,48.1764705882353,52.5882352941177,34,64
1000,104,46.7666666666667,54.4666666666667,30,62
1100,104,45.9411764705882,55.3823529411765,34,64
1200,104,45.2727272727273,56.9090909090909,33,64
1300,104,44.3529411764706,56.2352941176471,34,66
1400,104,43.875,54.90625,32,62
1500,104,44.90625,57.125,32,62
1600,104,44.4193548387097,57.5483870967742,31,62
1700,104,42.25,58.8125,32,64
1800,104,42.28125,59.09375,32,64
1900,104,42.2,58.7666666666667,30,62
2000,104,43.21875,57.53125,32,64
2100,104,41.8285714285714,53.9714285714286,35,64
2200,104,43.5161290322581,52.741935483871,31,62
2300,104,41.6363636363636,51.6666666666667,33,64
2400,104,41.7666666666667,51.1333333333333,30,62
2500,104,42.5625,50.4375,32,62
2600,104,43.9090909090909,51.6969696969697,33,62
2700,104,44.1875,52.40625,32,64
2800,104,44.969696969697,50.5757575757576,33,62
2900,104,44.125,51.28125,32,64
3000,104,43.0625,50.28125,32,64
3100,104,44.75,52.34375,32,64
3200,104,44.84375,53.65625,32,62
3300,104,46.5,54,32,62
3400,104,46.3939393939394,56.1212121212121,33,64
3500,104,44.4545454545455,57.2727272727273,33,64
3600,104,45.6774193548387,56.6129032258065,31,64
3700,104,47.6176470588235,57.8529411764706,34,64
3800,104,47.2285714285714,56.6571428571429,35,64
3900,104,45.6764705882353,57.7352941176471,34,66
4000,104,46.7741935483871,58.1290322580645,31,62
4100,104,47.4516129032258,57.4516129032258,31,62
4200,104,48.3125,57.53125,32,62
4300,104,47.6764705882353,56.5,34,64
4400,104,46.5625,58.21875,32,62
4500,104,45.9032258064516,58,31,62
4600,104,45.25,57.8928571428571,28,64
4700,104,47.4545454545455,56.4242424242424,33,64
4800,104,49.625,56.5,32,62
4900,104,50.6333333333333,57.1666666666667,30,64
5000,104,49.1176470588235,58.5882352941177,34,64
5100,104,48.9411764705882,59.1176470588235,34,64
5200,104,46.9375,59.9375,32,64
5300,104,47.7096774193548,60.7096774193548,31,62
5400,104,47.46875,61.34375,32,64
5500,104,48.65625,60.34375,32,64
5600,104,48.9393939393939,60.3939393939394,33,66
5700,104,50.6363636363636,60.5454545454545,33,64
5800,104,49.53125,57.84375,32,62
5900,104,48.6551724137931,60.2758620689655,29,60
6000,104,49.1935483870968,61.9354838709677,31,62
6100,104,47.7575757575758,59.5757575757576,33,62
6200,104,45.264705882353,61,34,62
6300,104,43.0909090909091,61.3636363636364,33,64
6400,104,42.5,61.8235294117647,34,64
6500,104,41.3235294117647,61.6176470588235,34,66
6600,104,42.3636363636364,63.2727272727273,33,62
6700,104,40.7058823529412,63.735294117647,34,64
6800,104,41.741935483871,64.258064516129,31,62
6900,104,41.5294117647059,65.7647058823529,34,64
7000,104,42.1515151515151,65.6060606060606,33,64
7100,104,42.8181818181818,64.9090909090909,33,64
7200,104,43.2903225806452,65.9354838709677,31,62
7300,104,41.4848484848485,66.4545454545455,33,66
7400,104,43.25,65.53125,32,64
7500,104,44.0909090909091,66.5454545454546,33,62
7600,104,44.9032258064516,64.9677419354839,31,66
7700,104,45.1515151515151,65.1212121212122,33,64
7800,104,45.9375,65.25,32,62
7900,104,45.3939393939394,65.4848484848485,33,62
8000,104,46.4848484848485,65.3939393939394,33,64
8100,104,48.1818181818182,65.7272727272727,33,64
8200,104,48.1176470588235,65.6470588235294,34,64
8300,104,48.5,64.7941176470588,34,64
8400,104,46.90625,65.0625,32,62
8500,104,47.5625,64.8125,32,62
8600,104,49,64.8235294117647,34,64
8700,104,47.2666666666667,65.1666666666667,30,64
8800,104,47.8529411764706,66.6176470588235,34,64
8900,104,48.2941176470588,65.5,34,62
9000,104,49.7058823529412,65.5,34,62
9100,104,51.1935483870968,66.741935483871,31,62
9200,104,51.4193548387097,65.1935483870968,31,62
