,0
0,0.7599960578560409
1,0.7999833270358363
2,0.759494239510212
3,0.759922355785432
4,0.6799259670253632
5,0.6799695848965734
6,0.7595339666250653
7,0.6799636750204417
8,0.7598537232886593
9,0.759998450917735
10,0.6799846682186552
11,0.6809556184642337
12,0.6511702539237085
13,0.7999664719175495
14,0.7946547307953168
15,0.6824124793242449
16,0.7608186934250772
17,0.7981176455090762
18,0.7149327233134161
19,0.7199998587886569
20,0.6737020900121405
21,0.726979697302974
22,0.7998962555005534
23,0.7599999048451309
24,0.684510375063992
25,0.650136656201709
26,0.7759328500624798
27,0.7595657993254571
28,0.7266828039812558
29,0.7285723448089774
30,0.7998428006840166
31,0.7221903307270083
32,0.7593745877373375
33,0.7599563706931041
34,0.6799753591108829
35,0.7199690862983776
36,0.7193247009524625
37,0.688489226366782
38,0.7427782664193974
39,0.7073331892487961
40,0.6399826692149488
41,0.7590094933112925
42,0.679972328589366
43,0.7624450660060169
44,0.7199896185638083
45,0.7579899059814897
46,0.6932599400077702
47,0.7599966610514595
48,0.7372860177432605
49,0.736189154076481
50,0.7573508371998612
51,0.8377455371610764
52,0.678338698908869
53,0.7198091230719196
54,0.9199280311030479
55,0.7577146370813035
56,0.7599356861177183
57,0.7599995454801758
58,0.6445827542901649
59,0.6799631823648629
60,0.6890119819962092
61,0.7727378988917873
62,0.6399242308529763
63,0.6756344677463507
64,0.719888283728434
65,0.6798624985779597
66,0.7999037301477083
67,0.6714398033861472
68,0.6914464666876654
69,0.7199514734651568
70,0.7199827672562219
71,0.7599995815838332
72,0.7999001959362717
73,0.672087609136675
74,0.7599912604708589
75,0.7598061418779779
76,0.7199803949109572
77,0.6799577131203945
78,0.6816953883168811
79,0.6799999844587671
80,0.7393676091053146
81,0.7599997903724683
82,0.6990144406546026
83,0.8399997901550855
84,0.7199654430390566
85,0.7986757518241477
86,0.8396385102622175
87,0.7518385113588111
88,0.7999697173546345
89,0.6799077069080504
90,0.7965375270231032
91,0.7363463937824848
92,0.6570689412704797
93,0.696478609178434
94,0.7999642764231046
95,0.7199708637327982
96,0.7199523953589291
97,0.8398787262249687
98,0.7995849033612513
99,0.7468185920275694
100,0.735041677329565
101,0.6799762513900596
102,0.7207375887649855
103,0.7043852968118737
104,0.7676177885155616
105,0.7113556976024241
106,0.7599971666163716
107,0.7194027836705336
108,0.79833962875743
109,0.6903181357312663
110,0.7592175209218541
111,0.6951579707199363
112,0.6792370703774989
113,0.879973922248648
114,0.6799913459088236
115,0.766861280354648
116,0.7748259434881455
117,0.7195824449133111
118,0.7685809316514949
119,0.7996511062782554
120,0.6791242591693284
121,0.6575550110663729
122,0.7198288288459207
123,0.6798682063546911
124,0.7184696110370201
125,0.6380959434839123
126,0.7218786998484208
127,0.6799887388330296
128,0.7445431089722621
129,0.7214055037519453
130,0.7191486268691718
131,0.7599446775200024
132,0.6799460867880293
133,0.7199981474203858
134,0.6799663479591954
135,0.7199743173501784
136,0.7198288288459211
137,0.7213116406808028
138,0.8398405005285795
139,0.7447079722935198
140,0.879924940268615
141,0.7207793452709532
142,0.7076795644113782
143,0.7586531014955636
144,0.6799911872761731
145,0.690295951787761
146,0.6898030706510107
147,0.6799441035806003
148,0.7998713580482782
149,0.7199451644680162
150,0.7595624063078138
151,0.759652761934796
152,0.6799884739418516
153,0.6399546490830514
154,0.7198265765696101
155,0.7599949829931256
156,0.7000616614219911
157,0.6793750745413065
158,0.6502316017463682
159,0.7199999080514474
160,0.6797803743213561
161,0.7502240052935489
162,0.7599819868477459
163,0.7689022722864536
164,0.7575861041544465
165,0.6799688297046983
166,0.6799543445491986
167,0.6982797914110594
168,0.7505353777731427
169,0.6791525036803772
170,0.7199970949194453
171,0.6342581772203303
172,0.7307428853943967
173,0.8398327985766528
174,0.7199483624388966
