,0
0,0.2070407681991064
1,0.21844569971433225
2,0.19515863478153983
3,0.1808863091474199
4,0.21343793644540182
5,0.2199861886324408
6,0.1968252747581856
7,0.2243783598168493
8,0.2217146624779283
9,0.20383724903914938
10,0.18409810941332622
11,0.19252371465448448
12,0.19818575748343434
13,0.1846965137760817
14,0.2199983149849394
15,0.18897569368861336
16,0.20501547753256866
17,0.19330693520880363
18,0.22177133407814867
19,0.18401904042214592
20,0.19118161828036334
21,0.17603951695536546
22,0.19369561301591837
23,0.20139699214205847
24,0.19866115759981734
25,0.20866764875061708
26,0.18898004871037366
27,0.1855459552985809
28,0.22780912240777013
29,0.19208458691442332
30,0.2199498080607398
31,0.18131548246216228
32,0.19210010616090997
33,0.2002374514554417
34,0.21052202551386906
35,0.18666144136177393
36,0.21140801211778534
37,0.20421828582655188
38,0.20841991901901788
39,0.19698797323067113
40,0.2020436359023563
41,0.21206116190712138
42,0.22741820757426143
43,0.21721333276148908
44,0.1839413366033882
45,0.19236930727268609
46,0.21150004848386364
47,0.19696821032095238
48,0.18897451329879775
49,0.21402491099092724
50,0.21193443746472584
51,0.18720349277437343
52,0.2175057657550343
53,0.20850538209589645
54,0.219949994487623
55,0.21957530440985606
56,0.1928884230500348
57,0.19817630459716046
58,0.19198727946699284
59,0.20128524631739342
60,0.2006206855089063
61,0.18523737689520128
62,0.20030606097964743
63,0.20378463507840114
64,0.21220725013812505
65,0.20828760479309197
66,0.20340045443912788
67,0.17170959301932148
68,0.21957461630482303
69,0.21735462627135615
70,0.17944563247406173
71,0.2058206264455593
72,0.19470827169671145
73,0.18820801606491397
74,0.20519323652248964
75,0.18348439310075115
76,0.19392207127478378
77,0.20818775858235078
78,0.19999898201993993
79,0.17807147749161678
80,0.19563323517570852
81,0.2054797659016305
82,0.19497589682303837
83,0.19052577497278095
84,0.19191789004399099
85,0.20638709033369282
86,0.19395512361100936
87,0.2074506694307094
88,0.1878534019325633
89,0.18611550909031122
90,0.2092028825861625
91,0.19148978448985005
92,0.19597819897984944
93,0.19198620073981854
94,0.2019062749660727
95,0.19979504122390432
96,0.20761417358662923
97,0.2027068540009798
98,0.18429492317429794
99,0.19312462915390605
100,0.1963159946629347
101,0.18893215274402939
102,0.19671992186695678
103,0.21247085336954713
104,0.20399992178475138
105,0.2025230499267631
106,0.21986337003492726
107,0.19171581839325277
108,0.24540246369053537
109,0.18982461475650594
110,0.18075752634765047
111,0.20417155104508922
112,0.2134486948938147
113,0.2399887931452146
114,0.19956748584856696
115,0.19284084218718844
116,0.20375119161049277
117,0.18457875234210655
118,0.19860326212846735
119,0.20782658434019327
120,0.20105954875780738
121,0.19175221033611056
122,0.20697128695077746
123,0.21849677263210532
124,0.20397699866412328
125,0.20494969153449163
126,0.18411248337853842
127,0.22244010637950357
128,0.20418627286379898
129,0.21907652785621065
130,0.20756826967582212
131,0.1943359130703239
132,0.19199773407359888
133,0.2225823867282601
134,0.2023333476282914
135,0.1885252735391693
136,0.20795517177305714
137,0.20467851392428535
138,0.26326891056521295
139,0.21285780927078699
140,0.20210302296697186
141,0.19694154798866817
142,0.19194329675823668
143,0.20405481047402235
144,0.24232600152363182
145,0.23131621776197375
146,0.21774247869447808
147,0.2177538375444251
148,0.20393971937974223
149,0.22186430708750482
150,0.19140702542269467
151,0.202116374679234
152,0.19595509586579773
153,0.19613166278700764
154,0.17787206273570477
155,0.19661412407543585
156,0.18393322766679468
157,0.22539182535762117
158,0.18444895533291691
159,0.19354563896553437
160,0.21934901630321316
161,0.20096969153046623
162,0.19154629966771336
163,0.2002941714850088
164,0.23110755243444614
165,0.18741917396165692
166,0.18368332301946383
167,0.2076305658663568
168,0.20379056489010602
169,0.2228862744346115
170,0.19583263738262857
171,0.1954826285629725
172,0.19237221194798607
173,0.233356691415007
174,0.22244422183716317
175,0.19496672119270048
176,0.18271397632944417
177,0.1995161071493934
178,0.19159095331350218
179,0.18541847401721062
180,0.20553433616567393
181,0.19065825308610387
182,0.20234013167169076
183,0.19983506967498363
184,0.20265551138864096
185,0.19407260916432625
186,0.18999710488831922
187,0.2043864410709257
188,0.1934298399831585
189,0.20389852857086646
190,0.20760891745450766
191,0.20985590760928502
192,0.21217612496404772
193,0.20463295716707505
194,0.21906853672959958
195,0.19905931262174012
196,0.20799793667533026
197,0.18688129618452054
198,0.1973110355479272
199,0.19181257824090525
200,0.21189466187306605
201,0.20822785122019405
202,0.20875786641745955
203,0.21891903153931638
204,0.21198109668592674
205,0.20861760457054382
206,0.2207428297096243
207,0.2356700547117508
208,0.19098376231803937
209,0.19345187634714492
210,0.19311025223131228
211,0.19253064234315329
212,0.203974745457037
213,0.1871317179113179
214,0.1999441493992177
215,0.21596704689572538
216,0.1983048302173081
217,0.19771885485858368
218,0.1789318961827131
219,0.19928274179286026
220,0.19983928844205823
221,0.2119852485760185
222,0.19088752107592608
223,0.1867972934151473
224,0.18796521367793806
225,0.19108215187457697
226,0.22436825330746477
227,0.17868532144492713
228,0.21495621365643652
229,0.19894514088836335
230,0.19330194623160996
231,0.2037786803197185
232,0.20324940368968467
233,0.18782644765298095
234,0.21103491516034836
235,0.18762042465726056
236,0.20970349621735082
237,0.20002904157951734
238,0.22246479714904005
239,0.20639401165396484
240,0.21827822199670013
241,0.2279321958546108
242,0.19401770186476142
243,0.21382738881459817
244,0.20147997110407548
245,0.21199147581431294
246,0.22879425008008866
247,0.19198448867498386
248,0.19718101037880462
249,0.18275610163667183
250,0.23599419181032905
251,0.20797659124231385
252,0.2059657955835682
253,0.19198980985153835
254,0.2159872146440506
255,0.18168754711144336
256,0.18626324911472042
257,0.19990678441511198
258,0.19550486786967314
259,0.1965614754698693
260,0.21157771206514184
261,0.18566653670280375
262,0.20584266862752554
263,0.21181959900124664
264,0.19959408493017397
265,0.20510842697623907
266,0.2158763175964368
267,0.19599805040535895
268,0.20440678727750233
269,0.19428960653976723
270,0.18147575655073608
271,0.18239739230115004
272,0.19596936470442908
273,0.1913698300876018
274,0.185144871881413
275,0.1898353397016654
276,0.19098084073247332
277,0.22447772492417647
278,0.19907030486310828
279,0.1901957719249317
280,0.2079395483832972
281,0.20549170052296134
282,0.19669024887611536
283,0.17902431241040317
284,0.23096071101196283
285,0.22789984038085928
286,0.1895633395359989
287,0.1843083539684836
288,0.22178404505087534
289,0.2030052637273703
290,0.25196214507335807
291,0.20211544924688082
292,0.2042368585734454
293,0.18797083110717971
294,0.19404483586084323
295,0.2032355082975724
296,0.1915329027940531
297,0.2287829859892645
298,0.18283354098455423
299,0.22360982781768157
